uid,id,country,gender,group,dt,total_spent,group,join_dt,device,join_dt
1035597,1035597,BRA,F,A,,0,A,2023-01-25,A,2023-01-25
1035599,1035599,USA,F,B,,0,B,2023-01-30,A,2023-01-30
1035600,1035600,BRA,,A,,0,A,2023-01-30,I,2023-01-30
1035601,1035601,MEX,F,B,,0,B,2023-02-04,I,2023-02-04
1035602,1035602,BRA,F,A,,0,A,2023-01-26,A,2023-01-26
1035603,1035603,USA,M,A,,0,A,2023-02-05,A,2023-02-05
1035604,1035604,USA,,A,,0,A,2023-01-25,A,2023-01-25
1035605,1035605,MEX,F,A,,0,A,2023-02-01,A,2023-02-01
1035606,1035606,FRA,F,A,,0,A,2023-01-28,A,2023-01-28
1035607,1035607,USA,M,B,,0,B,2023-02-01,I,2023-02-01
1035608,1035608,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1035609,1035609,DEU,,A,,0,A,2023-01-27,A,2023-01-27
1035610,1035610,USA,M,B,,0,B,2023-02-03,I,2023-02-03
1035611,1035611,FRA,F,A,,0,A,2023-01-27,I,2023-01-27
1035612,1035612,FRA,F,B,,0,B,2023-01-26,I,2023-01-26
1035613,1035613,GBR,F,B,,0,B,2023-02-05,A,2023-02-05
1035614,1035614,USA,O,B,,0,B,2023-02-03,A,2023-02-03
1035615,1035615,USA,M,A,,0,A,2023-02-01,I,2023-02-01
1035616,1035616,MEX,F,B,,0,B,2023-01-27,I,2023-01-27
1035617,1035617,USA,F,A,,0,A,2023-01-28,A,2023-01-28
1035618,1035618,BRA,F,B,,0,B,2023-01-28,A,2023-01-28
1035619,1035619,MEX,F,A,2023-01-28,50.9,A,2023-01-26,I,2023-01-26
1035620,1035620,USA,F,A,,0,A,2023-01-27,A,2023-01-27
1035621,1035621,BRA,F,A,,0,A,2023-01-25,A,2023-01-25
1035622,1035622,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1035623,1035623,USA,,A,,0,A,2023-02-01,A,2023-02-01
1035624,1035624,DEU,M,B,,0,B,2023-01-29,I,2023-01-29
1035625,1035625,GBR,F,A,,0,A,2023-01-28,I,2023-01-28
1035626,1035626,MEX,M,A,,0,A,2023-02-04,I,2023-02-04
1035628,1035628,USA,,A,,0,A,2023-01-28,A,2023-01-28
1035629,1035629,MEX,F,A,,0,A,2023-01-25,A,2023-01-25
1035630,1035630,BRA,O,A,,0,A,2023-01-25,I,2023-01-25
1035631,1035631,MEX,M,B,,0,B,2023-01-27,I,2023-01-27
1035632,1035632,DEU,M,B,,0,B,2023-01-25,A,2023-01-25
1035633,1035633,BRA,M,B,,0,B,2023-01-30,A,2023-01-30
1035634,1035634,TUR,F,B,,0,B,2023-01-26,A,2023-01-26
1035635,1035635,USA,,A,,0,A,2023-01-27,A,2023-01-27
1035636,1035636,TUR,F,B,,0,B,2023-01-27,A,2023-01-27
1035637,1035637,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1035638,1035638,FRA,M,B,,0,B,2023-01-29,A,2023-01-29
1035639,1035639,TUR,,B,,0,B,2023-01-31,A,2023-01-31
1035640,1035640,MEX,F,A,,0,A,2023-01-25,A,2023-01-25
1035641,1035641,USA,F,A,,0,A,2023-01-27,A,2023-01-27
1035642,1035642,ESP,F,A,,0,A,2023-01-30,A,2023-01-30
1035643,1035643,MEX,F,B,,0,B,2023-01-27,I,2023-01-27
1035644,1035644,MEX,M,B,,0,B,2023-02-01,I,2023-02-01
1035645,1035645,GBR,F,B,,0,B,2023-01-25,I,2023-01-25
1035646,1035646,USA,,A,,0,A,2023-01-28,A,2023-01-28
1035647,1035647,USA,,B,,0,B,2023-01-27,A,2023-01-27
1035648,1035648,MEX,F,B,,0,B,2023-02-02,A,2023-02-02
1035649,1035649,AUS,M,B,,0,B,2023-01-30,A,2023-01-30
1035650,1035650,USA,F,A,,0,A,2023-02-05,I,2023-02-05
1035651,1035651,BRA,M,A,,0,A,2023-01-29,I,2023-01-29
1035652,1035652,BRA,O,B,,0,B,2023-01-27,I,2023-01-27
1035653,1035653,GBR,,B,,0,B,2023-01-29,I,2023-01-29
1035654,1035654,USA,,A,,0,A,2023-01-25,A,2023-01-25
1035655,1035655,TUR,M,B,,0,B,2023-01-27,I,2023-01-27
1035656,1035656,USA,F,B,,0,B,2023-01-26,A,2023-01-26
1035657,1035657,TUR,F,B,,0,B,2023-02-06,A,2023-02-06
1035658,1035658,ESP,F,B,,0,B,2023-01-28,I,2023-01-28
1035659,1035659,BRA,F,A,,0,A,2023-02-03,I,2023-02-03
1035660,1035660,CAN,F,B,,0,B,2023-01-26,A,2023-01-26
1035661,1035661,FRA,,B,,0,B,2023-01-25,A,2023-01-25
1035662,1035662,TUR,F,B,,0,B,2023-01-25,A,2023-01-25
1035663,1035663,GBR,M,A,,0,A,2023-02-03,A,2023-02-03
1035664,1035664,MEX,M,B,,0,B,2023-01-28,A,2023-01-28
1035665,1035665,GBR,M,B,,0,B,2023-01-27,I,2023-01-27
1035666,1035666,USA,F,B,,0,B,2023-01-26,A,2023-01-26
1035667,1035667,MEX,F,B,,0,B,2023-01-30,A,2023-01-30
1035668,1035668,MEX,F,B,,0,B,2023-01-27,I,2023-01-27
1035669,1035669,GBR,M,B,,0,B,2023-01-25,A,2023-01-25
1035670,1035670,DEU,M,A,,0,A,2023-01-25,I,2023-01-25
1035671,1035671,CAN,F,A,,0,A,2023-01-30,A,2023-01-30
1035672,1035672,GBR,F,B,,0,B,2023-01-26,I,2023-01-26
1035673,1035673,BRA,M,A,,0,A,2023-01-26,I,2023-01-26
1035674,1035674,BRA,,B,,0,B,2023-01-29,I,2023-01-29
1035675,1035675,USA,F,A,,0,A,2023-02-03,A,2023-02-03
1035676,1035676,,M,A,,0,A,2023-01-29,A,2023-01-29
1035677,1035677,AUS,M,B,,0,B,2023-01-26,I,2023-01-26
1035678,1035678,USA,F,B,,0,B,2023-02-04,A,2023-02-04
1035679,1035679,USA,M,B,,0,B,2023-01-30,A,2023-01-30
1035680,1035680,USA,,A,,0,A,2023-02-06,A,2023-02-06
1035681,1035681,MEX,F,B,,0,B,2023-01-28,I,2023-01-28
1035682,1035682,USA,M,A,2023-01-29,95.11,A,2023-01-29,A,2023-01-29
1035683,1035683,MEX,O,A,,0,A,2023-02-03,A,2023-02-03
1035684,1035684,USA,F,A,,0,A,2023-01-28,A,2023-01-28
1035685,1035685,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1035686,1035686,DEU,M,A,,0,A,2023-01-29,A,2023-01-29
1035687,1035687,USA,F,B,,0,B,2023-02-04,I,2023-02-04
1035688,1035688,DEU,M,A,,0,A,2023-01-28,A,2023-01-28
1035689,1035689,TUR,F,A,,0,A,2023-01-27,A,2023-01-27
1035690,1035690,USA,M,B,,0,B,2023-01-28,A,2023-01-28
1035691,1035691,USA,M,A,,0,A,2023-01-31,A,2023-01-31
1035692,1035692,TUR,F,B,,0,B,2023-01-26,I,2023-01-26
1035693,1035693,MEX,M,A,,0,A,2023-02-02,I,2023-02-02
1035694,1035694,TUR,O,A,,0,A,2023-01-27,I,2023-01-27
1035695,1035695,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1035696,1035696,AUS,F,A,,0,A,2023-01-25,A,2023-01-25
1035697,1035697,BRA,F,B,,0,B,2023-01-27,I,2023-01-27
1035698,1035698,BRA,O,B,,0,B,2023-01-29,I,2023-01-29
1035699,1035699,USA,F,A,,0,A,2023-01-26,I,2023-01-26
1035700,1035700,BRA,M,B,,0,B,2023-01-25,A,2023-01-25
1035701,1035701,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1035702,1035702,USA,,A,,0,A,2023-01-26,I,2023-01-26
1035703,1035703,BRA,,A,,0,A,2023-01-27,A,2023-01-27
1035704,1035704,BRA,F,B,,0,B,2023-02-02,I,2023-02-02
1035705,1035705,MEX,F,B,,0,B,2023-01-25,I,2023-01-25
1035706,1035706,FRA,M,A,,0,A,2023-01-31,A,2023-01-31
1035707,1035707,TUR,,A,,0,A,2023-01-26,I,2023-01-26
1035708,1035708,BRA,M,B,,0,B,2023-01-26,I,2023-01-26
1035709,1035709,MEX,F,B,,0,B,2023-02-03,A,2023-02-03
1035710,1035710,AUS,M,B,,0,B,2023-01-26,I,2023-01-26
1035711,1035711,GBR,F,B,,0,B,2023-01-28,A,2023-01-28
1035712,1035712,AUS,M,A,,0,A,2023-01-29,A,2023-01-29
1035713,1035713,BRA,,A,,0,A,2023-01-27,A,2023-01-27
1035714,1035714,USA,M,B,,0,B,2023-01-29,A,2023-01-29
1035715,1035715,GBR,M,B,,0,B,2023-01-27,I,2023-01-27
1035716,1035716,USA,M,B,,0,B,2023-01-27,A,2023-01-27
1035717,1035717,USA,F,B,,0,B,2023-01-30,A,2023-01-30
1035718,1035718,CAN,F,A,,0,A,2023-02-06,I,2023-02-06
1035719,1035719,DEU,F,B,,0,B,2023-01-25,I,2023-01-25
1035720,1035720,GBR,M,A,,0,A,2023-01-29,I,2023-01-29
1035721,1035721,FRA,,B,,0,B,2023-01-30,A,2023-01-30
1035722,1035722,MEX,M,A,,0,A,2023-01-30,A,2023-01-30
1035723,1035723,ESP,,A,,0,A,2023-01-26,A,2023-01-26
1035724,1035724,USA,M,B,,0,B,2023-01-27,I,2023-01-27
1035725,1035725,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1035726,1035726,USA,M,B,,0,B,2023-02-03,A,2023-02-03
1035727,1035727,GBR,M,B,,0,B,2023-02-02,I,2023-02-02
1035728,1035728,USA,,A,,0,A,2023-01-29,A,2023-01-29
1035729,1035729,USA,F,A,,0,A,2023-02-02,I,2023-02-02
1035730,1035730,DEU,M,B,,0,B,2023-01-30,A,2023-01-30
1035731,1035731,FRA,M,B,,0,B,2023-02-06,A,2023-02-06
1035732,1035732,USA,F,B,,0,B,2023-01-27,I,2023-01-27
1035733,1035733,GBR,F,A,,0,A,2023-01-27,A,2023-01-27
1035734,1035734,CAN,M,A,,0,A,2023-01-30,A,2023-01-30
1035735,1035735,BRA,F,A,,0,A,2023-01-25,A,2023-01-25
1035736,1035736,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1035737,1035737,ESP,F,B,,0,B,2023-01-31,A,2023-01-31
1035738,1035738,USA,M,A,,0,A,2023-01-28,A,2023-01-28
1035739,1035739,MEX,O,B,,0,B,2023-01-27,I,2023-01-27
1035740,1035740,FRA,M,B,,0,B,2023-01-29,I,2023-01-29
1035741,1035741,DEU,M,A,,0,A,2023-01-28,I,2023-01-28
1035742,1035742,GBR,M,B,,0,B,2023-01-27,A,2023-01-27
1035743,1035743,,F,A,,0,A,2023-02-05,A,2023-02-05
1035744,1035744,ESP,M,A,,0,A,2023-01-27,,2023-01-27
1035745,1035745,AUS,F,A,,0,A,2023-01-28,I,2023-01-28
1035746,1035746,USA,M,A,,0,A,2023-01-25,I,2023-01-25
1035747,1035747,DEU,M,B,2023-01-26,44.67,B,2023-01-26,I,2023-01-26
1035748,1035748,DEU,M,A,,0,A,2023-01-26,A,2023-01-26
1035749,1035749,USA,,B,,0,B,2023-01-29,A,2023-01-29
1035750,1035750,MEX,M,B,,0,B,2023-02-03,I,2023-02-03
1035751,1035751,MEX,F,B,,0,B,2023-01-27,A,2023-01-27
1035752,1035752,MEX,,A,,0,A,2023-01-28,A,2023-01-28
1035753,1035753,ESP,,A,,0,A,2023-01-26,A,2023-01-26
1035754,1035754,BRA,F,B,,0,B,2023-01-25,A,2023-01-25
1035755,1035755,MEX,F,B,,0,B,2023-01-27,I,2023-01-27
1035756,1035756,USA,,B,,0,B,2023-01-29,A,2023-01-29
1035757,1035757,AUS,F,B,,0,B,2023-01-26,I,2023-01-26
1035758,1035758,USA,,A,,0,A,2023-01-25,A,2023-01-25
1035759,1035759,MEX,F,A,,0,A,2023-01-26,A,2023-01-26
1035760,1035760,MEX,M,A,,0,A,2023-01-29,A,2023-01-29
1035761,1035761,USA,,A,,0,A,2023-01-25,A,2023-01-25
1035762,1035762,FRA,F,A,,0,A,2023-01-25,A,2023-01-25
1035763,1035763,MEX,M,A,,0,A,2023-01-30,A,2023-01-30
1035764,1035764,BRA,F,B,,0,B,2023-01-27,A,2023-01-27
1035765,1035765,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1035766,1035766,USA,F,B,,0,B,2023-01-30,I,2023-01-30
1035767,1035767,MEX,F,B,,0,B,2023-01-28,A,2023-01-28
1035768,1035768,USA,,B,,0,B,2023-01-31,A,2023-01-31
1035770,1035770,DEU,M,B,2023-01-27,40.81,B,2023-01-25,I,2023-01-25
1035771,1035771,BRA,F,A,2023-02-01,21.15,A,2023-01-30,I,2023-01-30
1035771,1035771,BRA,F,A,2023-02-02,18.15917770214083,A,2023-01-30,I,2023-01-30
1035772,1035772,USA,M,A,,0,A,2023-01-28,A,2023-01-28
1035773,1035773,USA,F,A,,0,A,2023-01-28,A,2023-01-28
1035774,1035774,FRA,F,A,,0,A,2023-01-27,A,2023-01-27
1035775,1035775,USA,F,B,,0,B,2023-01-28,A,2023-01-28
1035776,1035776,BRA,M,A,,0,A,2023-01-31,I,2023-01-31
1035777,1035777,FRA,F,B,,0,B,2023-01-26,I,2023-01-26
1035778,1035778,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1035779,1035779,BRA,,A,,0,A,2023-01-25,A,2023-01-25
1035780,1035780,TUR,,A,,0,A,2023-01-31,I,2023-01-31
1035781,1035781,MEX,,B,,0,B,2023-01-27,I,2023-01-27
1035782,1035782,BRA,M,B,,0,B,2023-01-26,A,2023-01-26
1035783,1035783,USA,M,B,,0,B,2023-01-25,I,2023-01-25
1035784,1035784,MEX,M,A,,0,A,2023-01-28,A,2023-01-28
1035785,1035785,USA,F,B,,0,B,2023-01-31,I,2023-01-31
1035786,1035786,DEU,,A,,0,A,2023-01-28,A,2023-01-28
1035787,1035787,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1035788,1035788,BRA,M,A,,0,A,2023-01-27,A,2023-01-27
1035789,1035789,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1035790,1035790,BRA,F,A,,0,A,2023-01-26,A,2023-01-26
1035792,1035792,BRA,M,B,,0,B,2023-01-26,A,2023-01-26
1035793,1035793,USA,M,B,,0,B,2023-01-28,A,2023-01-28
1035794,1035794,USA,F,B,,0,B,2023-01-26,A,2023-01-26
1035796,1035796,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1035797,1035797,USA,F,B,,0,B,2023-01-27,A,2023-01-27
1035798,1035798,USA,M,A,,0,A,2023-01-26,I,2023-01-26
1035799,1035799,DEU,F,A,,0,A,2023-01-26,A,2023-01-26
1035800,1035800,FRA,F,A,,0,A,2023-01-30,A,2023-01-30
1035801,1035801,TUR,F,B,,0,B,2023-01-31,A,2023-01-31
1035802,1035802,AUS,,A,,0,A,2023-01-27,I,2023-01-27
1035803,1035803,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1035804,1035804,BRA,,A,,0,A,2023-02-02,A,2023-02-02
1035805,1035805,USA,,A,,0,A,2023-01-25,I,2023-01-25
1035806,1035806,,M,B,,0,B,2023-01-25,I,2023-01-25
1035807,1035807,USA,F,B,,0,B,2023-02-02,A,2023-02-02
1035808,1035808,BRA,,A,,0,A,2023-02-04,A,2023-02-04
1035809,1035809,USA,F,B,,0,B,2023-02-02,I,2023-02-02
1035810,1035810,BRA,M,B,,0,B,2023-01-25,A,2023-01-25
1035811,1035811,TUR,F,A,,0,A,2023-01-29,I,2023-01-29
1035812,1035812,DEU,M,A,,0,A,2023-01-30,A,2023-01-30
1035813,1035813,CAN,,B,,0,B,2023-01-27,A,2023-01-27
1035814,1035814,DEU,F,B,,0,B,2023-01-28,I,2023-01-28
1035815,1035815,USA,F,B,,0,B,2023-01-27,A,2023-01-27
1035816,1035816,USA,M,B,,0,B,2023-01-28,A,2023-01-28
1035817,1035817,,M,B,,0,B,2023-01-25,A,2023-01-25
1035818,1035818,TUR,F,A,,0,A,2023-01-26,I,2023-01-26
1035819,1035819,USA,M,A,,0,A,2023-01-26,A,2023-01-26
1035820,1035820,CAN,M,A,,0,A,2023-01-30,A,2023-01-30
1035821,1035821,DEU,M,A,,0,A,2023-01-26,A,2023-01-26
1035822,1035822,MEX,O,B,,0,B,2023-01-27,I,2023-01-27
1035823,1035823,USA,,A,,0,A,2023-01-26,I,2023-01-26
1035824,1035824,BRA,F,B,,0,B,2023-01-25,I,2023-01-25
1035825,1035825,BRA,,A,,0,A,2023-01-26,A,2023-01-26
1035826,1035826,GBR,M,A,,0,A,2023-02-01,I,2023-02-01
1035827,1035827,MEX,M,B,,0,B,2023-02-02,A,2023-02-02
1035828,1035828,,,B,,0,B,2023-01-25,A,2023-01-25
1035829,1035829,USA,M,A,,0,A,2023-01-26,I,2023-01-26
1035830,1035830,USA,F,B,,0,B,2023-01-31,A,2023-01-31
1035832,1035832,USA,F,A,2023-02-03,33.85,A,2023-02-03,I,2023-02-03
1035833,1035833,ESP,M,B,,0,B,2023-01-25,A,2023-01-25
1035834,1035834,USA,F,A,,0,A,2023-01-27,A,2023-01-27
1035835,1035835,USA,,A,,0,A,2023-02-05,I,2023-02-05
1035836,1035836,USA,F,B,,0,B,2023-02-03,A,2023-02-03
1035837,1035837,USA,F,B,2023-01-28,20.65,B,2023-01-28,I,2023-01-28
1035838,1035838,MEX,M,A,,0,A,2023-01-25,A,2023-01-25
1035839,1035839,TUR,F,A,,0,A,2023-01-25,A,2023-01-25
1035840,1035840,BRA,,B,,0,B,2023-01-27,I,2023-01-27
1035841,1035841,BRA,,A,,0,A,2023-01-28,A,2023-01-28
1035842,1035842,BRA,,A,,0,A,2023-01-26,A,2023-01-26
1035843,1035843,MEX,M,B,,0,B,2023-01-29,A,2023-01-29
1035844,1035844,DEU,M,B,,0,B,2023-01-29,A,2023-01-29
1035845,1035845,USA,M,A,,0,A,2023-01-28,I,2023-01-28
1035846,1035846,USA,F,A,,0,A,2023-01-26,I,2023-01-26
1035847,1035847,GBR,,B,,0,B,2023-01-26,A,2023-01-26
1035848,1035848,BRA,F,A,,0,A,2023-01-29,A,2023-01-29
1035849,1035849,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1035850,1035850,ESP,F,A,,0,A,2023-01-26,A,2023-01-26
1035851,1035851,FRA,F,B,,0,B,2023-01-28,A,2023-01-28
1035852,1035852,ESP,M,A,,0,A,2023-01-25,A,2023-01-25
1035853,1035853,TUR,M,A,,0,A,2023-01-28,I,2023-01-28
1035854,1035854,TUR,,A,,0,A,2023-01-25,A,2023-01-25
1035855,1035855,FRA,F,A,,0,A,2023-01-25,A,2023-01-25
1035856,1035856,ESP,M,A,,0,A,2023-01-29,A,2023-01-29
1035857,1035857,USA,F,A,,0,A,2023-01-26,I,2023-01-26
1035858,1035858,CAN,M,B,,0,B,2023-01-26,A,2023-01-26
1035859,1035859,USA,F,A,,0,A,2023-01-29,A,2023-01-29
1035860,1035860,MEX,,B,2023-01-26,43,B,2023-01-26,I,2023-01-26
1035861,1035861,GBR,F,B,,0,B,2023-02-02,I,2023-02-02
1035862,1035862,BRA,M,B,,0,B,2023-01-25,I,2023-01-25
1035863,1035863,USA,O,A,,0,A,2023-01-29,A,2023-01-29
1035864,1035864,BRA,F,B,,0,B,2023-02-05,A,2023-02-05
1035865,1035865,MEX,M,A,,0,A,2023-02-06,A,2023-02-06
1035866,1035866,AUS,M,B,,0,B,2023-02-04,A,2023-02-04
1035867,1035867,TUR,M,B,,0,B,2023-01-27,A,2023-01-27
1035868,1035868,BRA,M,A,,0,A,2023-01-26,A,2023-01-26
1035869,1035869,USA,F,A,,0,A,2023-01-29,A,2023-01-29
1035870,1035870,MEX,F,A,,0,A,2023-01-28,I,2023-01-28
1035871,1035871,USA,F,A,,0,A,2023-02-02,A,2023-02-02
1035872,1035872,BRA,M,A,,0,A,2023-02-02,A,2023-02-02
1035873,1035873,BRA,F,A,,0,A,2023-01-26,A,2023-01-26
1035874,1035874,USA,F,A,,0,A,2023-01-30,A,2023-01-30
1035875,1035875,MEX,,B,,0,B,2023-01-26,A,2023-01-26
1035877,1035877,USA,M,A,,0,A,2023-01-27,A,2023-01-27
1035878,1035878,USA,F,B,,0,B,2023-01-29,A,2023-01-29
1035879,1035879,USA,O,B,,0,B,2023-02-02,I,2023-02-02
1035880,1035880,MEX,F,A,,0,A,2023-01-27,I,2023-01-27
1035881,1035881,BRA,F,A,,0,A,2023-01-27,I,2023-01-27
1035882,1035882,USA,M,B,,0,B,2023-02-04,A,2023-02-04
1035883,1035883,BRA,,A,,0,A,2023-01-27,A,2023-01-27
1035884,1035884,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1035885,1035885,USA,F,A,2023-01-28,215.49,A,2023-01-28,I,2023-01-28
1035886,1035886,CAN,M,B,,0,B,2023-02-06,I,2023-02-06
1035887,1035887,MEX,,A,2023-01-30,73.25,A,2023-01-30,A,2023-01-30
1035888,1035888,DEU,F,B,2023-02-02,9.72,B,2023-01-31,I,2023-01-31
1035889,1035889,TUR,M,A,,0,A,2023-01-25,I,2023-01-25
1035890,1035890,MEX,M,A,,0,A,2023-01-26,I,2023-01-26
1035891,1035891,USA,,A,,0,A,2023-01-26,I,2023-01-26
1035892,1035892,DEU,M,B,2023-01-25,40.69,B,2023-01-25,A,2023-01-25
1035893,1035893,DEU,F,A,,0,A,2023-01-27,A,2023-01-27
1035894,1035894,ESP,M,B,,0,B,2023-01-25,I,2023-01-25
1035895,1035895,USA,,A,,0,A,2023-01-28,A,2023-01-28
1035896,1035896,GBR,M,A,,0,A,2023-01-28,I,2023-01-28
1035897,1035897,CAN,M,A,,0,A,2023-01-29,I,2023-01-29
1035898,1035898,GBR,M,B,,0,B,2023-01-25,A,2023-01-25
1035899,1035899,USA,F,A,,0,A,2023-01-29,I,2023-01-29
1035900,1035900,BRA,O,A,,0,A,2023-02-03,I,2023-02-03
1035901,1035901,GBR,F,A,,0,A,2023-01-26,A,2023-01-26
1035902,1035902,CAN,M,B,,0,B,2023-01-29,I,2023-01-29
1035903,1035903,AUS,M,A,,0,A,2023-01-26,A,2023-01-26
1035904,1035904,USA,O,B,,0,B,2023-01-25,A,2023-01-25
1035905,1035905,USA,,A,,0,A,2023-01-26,A,2023-01-26
1035906,1035906,BRA,F,A,,0,A,2023-01-27,A,2023-01-27
1035907,1035907,MEX,F,A,,0,A,2023-01-31,A,2023-01-31
1035908,1035908,BRA,M,B,,0,B,2023-01-29,I,2023-01-29
1035909,1035909,BRA,M,A,,0,A,2023-01-29,A,2023-01-29
1035910,1035910,USA,M,A,,0,A,2023-01-25,I,2023-01-25
1035911,1035911,MEX,O,A,,0,A,2023-01-25,A,2023-01-25
1035912,1035912,DEU,M,B,,0,B,2023-01-30,A,2023-01-30
1035913,1035913,USA,F,B,,0,B,2023-02-02,I,2023-02-02
1035914,1035914,BRA,F,B,,0,B,2023-01-26,I,2023-01-26
1035915,1035915,FRA,F,A,,0,A,2023-02-03,A,2023-02-03
1035916,1035916,USA,F,B,2023-01-25,49.41,B,2023-01-25,A,2023-01-25
1035917,1035917,FRA,M,B,,0,B,2023-01-26,A,2023-01-26
1035918,1035918,USA,M,A,,0,A,2023-01-27,I,2023-01-27
1035919,1035919,BRA,F,A,,0,A,2023-01-26,A,2023-01-26
1035920,1035920,BRA,F,A,,0,A,2023-01-28,A,2023-01-28
1035921,1035921,BRA,F,A,,0,A,2023-01-28,A,2023-01-28
1035922,1035922,USA,M,B,,0,B,2023-01-26,A,2023-01-26
1035923,1035923,USA,F,A,,0,A,2023-02-03,I,2023-02-03
1035924,1035924,,,B,,0,B,2023-01-27,A,2023-01-27
1035925,1035925,DEU,F,B,,0,B,2023-01-26,A,2023-01-26
1035926,1035926,MEX,F,B,,0,B,2023-01-29,I,2023-01-29
1035927,1035927,USA,M,A,,0,A,2023-01-31,I,2023-01-31
1035928,1035928,USA,M,A,,0,A,2023-01-30,A,2023-01-30
1035929,1035929,USA,M,B,,0,B,2023-01-29,I,2023-01-29
1035930,1035930,TUR,M,B,,0,B,2023-01-29,A,2023-01-29
1035931,1035931,,M,B,,0,B,2023-01-26,A,2023-01-26
1035932,1035932,MEX,M,A,,0,A,2023-02-05,A,2023-02-05
1035933,1035933,BRA,M,B,,0,B,2023-01-25,A,2023-01-25
1035934,1035934,BRA,F,A,,0,A,2023-01-25,I,2023-01-25
1035935,1035935,MEX,,B,,0,B,2023-01-25,A,2023-01-25
1035936,1035936,USA,M,B,,0,B,2023-01-28,I,2023-01-28
1035937,1035937,USA,M,B,,0,B,2023-01-26,A,2023-01-26
1035938,1035938,BRA,M,A,,0,A,2023-01-28,A,2023-01-28
1035939,1035939,FRA,F,A,,0,A,2023-01-25,I,2023-01-25
1035940,1035940,USA,M,A,,0,A,2023-01-27,A,2023-01-27
1035941,1035941,CAN,F,A,,0,A,2023-01-26,A,2023-01-26
1035942,1035942,BRA,M,A,,0,A,2023-01-27,A,2023-01-27
1035943,1035943,BRA,F,A,,0,A,2023-02-05,A,2023-02-05
1035944,1035944,USA,M,B,,0,B,2023-02-02,A,2023-02-02
1035945,1035945,BRA,F,A,,0,A,2023-02-01,I,2023-02-01
1035946,1035946,USA,M,A,,0,A,2023-01-28,A,2023-01-28
1035947,1035947,BRA,M,B,,0,B,2023-01-25,A,2023-01-25
1035948,1035948,FRA,F,B,2023-01-28,42.03,B,2023-01-28,I,2023-01-28
1035949,1035949,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1035950,1035950,USA,F,A,,0,A,2023-01-26,I,2023-01-26
1035951,1035951,TUR,M,A,,0,A,2023-02-02,A,2023-02-02
1035952,1035952,USA,F,B,,0,B,2023-01-27,I,2023-01-27
1035953,1035953,FRA,F,B,2023-01-25,104.7,B,2023-01-25,I,2023-01-25
1035954,1035954,USA,M,A,,0,A,2023-02-02,A,2023-02-02
1035955,1035955,MEX,M,A,,0,A,2023-01-26,I,2023-01-26
1035956,1035956,USA,F,A,,0,A,2023-02-06,A,2023-02-06
1035957,1035957,USA,,A,,0,A,2023-01-28,I,2023-01-28
1035958,1035958,BRA,F,A,,0,A,2023-01-25,I,2023-01-25
1035959,1035959,DEU,M,B,,0,B,2023-01-27,I,2023-01-27
1035960,1035960,MEX,,A,,0,A,2023-01-30,I,2023-01-30
1035961,1035961,BRA,F,B,,0,B,2023-02-01,A,2023-02-01
1035963,1035963,TUR,,A,,0,A,2023-01-29,A,2023-01-29
1035964,1035964,USA,,A,,0,A,2023-01-25,I,2023-01-25
1035965,1035965,BRA,F,A,,0,A,2023-01-27,A,2023-01-27
1035966,1035966,GBR,M,A,,0,A,2023-01-28,A,2023-01-28
1035967,1035967,USA,O,B,,0,B,2023-01-25,A,2023-01-25
1035968,1035968,BRA,F,A,,0,A,2023-01-27,I,2023-01-27
1035969,1035969,ESP,F,B,,0,B,2023-01-25,I,2023-01-25
1035970,1035970,CAN,F,A,,0,A,2023-02-05,A,2023-02-05
1035971,1035971,FRA,F,A,,0,A,2023-02-02,I,2023-02-02
1035972,1035972,TUR,M,A,,0,A,2023-01-31,A,2023-01-31
1035973,1035973,BRA,,B,,0,B,2023-01-31,A,2023-01-31
1035974,1035974,USA,M,B,,0,B,2023-02-04,A,2023-02-04
1035975,1035975,TUR,M,B,,0,B,2023-01-26,I,2023-01-26
1035976,1035976,USA,M,B,,0,B,2023-01-25,I,2023-01-25
1035978,1035978,USA,F,B,2023-01-26,14.07,B,2023-01-26,A,2023-01-26
1035979,1035979,USA,M,A,,0,A,2023-01-28,A,2023-01-28
1035980,1035980,BRA,M,A,,0,A,2023-01-27,A,2023-01-27
1035981,1035981,USA,F,A,,0,A,2023-01-28,I,2023-01-28
1035982,1035982,MEX,,A,,0,A,2023-01-27,I,2023-01-27
1035983,1035983,ESP,M,B,,0,B,2023-01-25,A,2023-01-25
